NPD_ID,Noise Metric,Op Mode,Power Setting,Engine Type,Wight class,Number Of Engines,Landing Distance,MTOW(Ibs),L_10000ft
CJ610,EPNL,D,2600,Jet,Large,2,2620,15000,82.6
CJ610,SEL,D,2600,Jet,Large,2,2620,15000,84.1
2PW535,LAmax,A,500,Jet,Small,2,3000,16300,34.6
2J155D,LAmax,A,500,Jet,Small,2,2700,16300,35.2
2PW535,LAmax,A,700,Jet,Small,2,3000,16300,36.1
2PW535,PNLTM,A,500,Jet,Small,2,3000,16300,38.5
2PW535,PNLTM,A,700,Jet,Small,2,3000,16300,40.9
2PW535,LAmax,D,1200,Jet,Small,2,3000,16300,40.9
2J155D,LAmax,A,1000,Jet,Small,2,2700,16300,42.4
2PW535,LAmax,D,1600,Jet,Small,2,3000,16300,43.1
2J155D,PNLTM,A,500,Jet,Small,2,2700,16300,43.9
2J155D,EPNL,A,500,Jet,Small,2,2700,16300,47.4
2PW535,LAmax,D,2000,Jet,Small,2,3000,16300,47.4
2PW535,EPNL,A,500,Jet,Small,2,3000,16300,48
2J155D,LAmax,D,1500,Jet,Small,2,2700,16300,48.1
2J155D,SEL,A,500,Jet,Small,2,2700,16300,48.3
2PW535,EPNL,A,700,Jet,Small,2,3000,16300,48.8
2PW535,SEL,A,500,Jet,Small,2,3000,16300,51.9
2J155D,PNLTM,A,1000,Jet,Small,2,2700,16300,53
2PW535,EPNL,D,1200,Jet,Small,2,3000,16300,53.2
2PW535,SEL,A,700,Jet,Small,2,3000,16300,53.5
2PW535,LAmax,D,3000,Jet,Small,2,3000,16300,54.3
2J155D,SEL,A,1000,Jet,Small,2,2700,16300,55.6
2J155D,PNLTM,D,1500,Jet,Small,2,2700,16300,55.7
2J155D,EPNL,A,1000,Jet,Small,2,2700,16300,56
2J155D,LAmax,D,2400,Jet,Small,2,2700,16300,56.3
2PW535,EPNL,D,1600,Jet,Small,2,3000,16300,57.1
2PW535,SEL,D,1200,Jet,Small,2,3000,16300,57.2
2J155D,EPNL,D,1500,Jet,Small,2,2700,16300,58
2PW535,PNLTM,D,1200,Jet,Small,2,3000,16300,58.8
2PW535,SEL,D,1600,Jet,Small,2,3000,16300,60.5
2J155D,LAmax,D,2800,Jet,Small,2,2700,16300,60.6
2PW535,EPNL,D,2000,Jet,Small,2,3000,16300,61.7
2J155D,SEL,D,1500,Jet,Small,2,2700,16300,62
2PW535,PNLTM,D,1600,Jet,Small,2,3000,16300,63
2PW535,SEL,D,2000,Jet,Small,2,3000,16300,64
2J155D,PNLTM,D,2400,Jet,Small,2,2700,16300,65.8
2PW535,PNLTM,D,2000,Jet,Small,2,3000,16300,66.2
2J155D,PNLTM,D,2800,Jet,Small,2,2700,16300,69.9
2PW535,EPNL,D,3000,Jet,Small,2,3000,16300,70.6
2PW535,SEL,D,3000,Jet,Small,2,3000,16300,72
2J155D,SEL,D,2400,Jet,Small,2,2700,16300,72.2
2PW535,PNLTM,D,3000,Jet,Small,2,3000,16300,74.2
2J155D,EPNL,D,2400,Jet,Small,2,2700,16300,74.6
2J155D,EPNL,D,2800,Jet,Small,2,2700,16300,75.3
2J155D,SEL,D,2800,Jet,Small,2,2700,16300,75.7
FJ44-4,LAmax,A,600,Jet,Small,2,3010,16950,35.7
FJ44-4,LAmax,A,900,Jet,Small,2,3010,16950,37.1
FJ44-4,PNLTM,A,600,Jet,Small,2,3010,16950,41.3
PT6A67,LAmax,A,400,Turboprop,Large,2,1696,16950,43.5
FJ44-4,LAmax,D,1700,Jet,Small,2,3010,16950,43.7
FJ44-4,PNLTM,A,900,Jet,Small,2,3010,16950,44.1
PT6A67,LAmax,A,600,Turboprop,Large,2,1696,16950,45.7
PT6A67,LAmax,D,1000,Turboprop,Large,2,1696,16950,46.7
PT6A67,LAmax,D,1100,Turboprop,Large,2,1696,16950,46.7
PT6A67,LAmax,D,1600,Turboprop,Large,2,1696,16950,46.9
PT6A67,LAmax,D,1700,Turboprop,Large,2,1696,16950,46.9
FJ44-4,LAmax,D,2400,Jet,Small,2,3010,16950,49.3
FJ44-4,EPNL,A,600,Jet,Small,2,3010,16950,49.8
FJ44-4,PNLTM,D,1700,Jet,Small,2,3010,16950,51.8
FJ44-4,EPNL,A,900,Jet,Small,2,3010,16950,52
FJ44-4,LAmax,D,3000,Jet,Small,2,3010,16950,53.1
PT6A67,PNLTM,A,400,Turboprop,Large,2,1696,16950,53.3
FJ44-4,SEL,A,600,Jet,Small,2,3010,16950,53.9
FJ44-4,SEL,A,900,Jet,Small,2,3010,16950,54.8
FJ44-4,LAmax,D,3300,Jet,Small,2,3010,16950,55.4
PT6A67,PNLTM,A,600,Turboprop,Large,2,1696,16950,55.6
PT6A67,PNLTM,D,1000,Turboprop,Large,2,1696,16950,58.1
PT6A67,PNLTM,D,1100,Turboprop,Large,2,1696,16950,58.1
FJ44-4,PNLTM,D,2400,Jet,Small,2,3010,16950,58.1
FJ44-4,EPNL,D,1700,Jet,Small,2,3010,16950,58.3
PT6A67,PNLTM,D,1600,Turboprop,Large,2,1696,16950,58.9
PT6A67,PNLTM,D,1700,Turboprop,Large,2,1696,16950,58.9
PT6A67,EPNL,A,400,Turboprop,Large,2,1696,16950,59.7
FJ44-4,SEL,D,1700,Jet,Small,2,3010,16950,60.6
PT6A67,EPNL,A,600,Turboprop,Large,2,1696,16950,60.8
PT6A67,SEL,A,400,Turboprop,Large,2,1696,16950,60.9
PT6A67,SEL,A,600,Turboprop,Large,2,1696,16950,61.8
FJ44-4,PNLTM,D,3000,Jet,Small,2,3010,16950,63
PT6A67,SEL,D,1600,Turboprop,Large,2,1696,16950,63.1
PT6A67,SEL,D,1700,Turboprop,Large,2,1696,16950,63.1
PT6A67,SEL,D,1000,Turboprop,Large,2,1696,16950,63.9
PT6A67,SEL,D,1100,Turboprop,Large,2,1696,16950,63.9
PT6A67,EPNL,D,1000,Turboprop,Large,2,1696,16950,64.1
PT6A67,EPNL,D,1100,Turboprop,Large,2,1696,16950,64.1
PT6A67,EPNL,D,1600,Turboprop,Large,2,1696,16950,64.2
PT6A67,EPNL,D,1700,Turboprop,Large,2,1696,16950,64.2
FJ44-4,EPNL,D,2400,Jet,Small,2,3010,16950,65.2
FJ44-4,PNLTM,D,3300,Jet,Small,2,3010,16950,65.6
FJ44-4,SEL,D,2400,Jet,Small,2,3010,16950,66.1
FJ44-4,EPNL,D,3000,Jet,Small,2,3010,16950,70.3
FJ44-4,SEL,D,3000,Jet,Small,2,3010,16950,70.5
FJ44-4,SEL,D,3300,Jet,Small,2,3010,16950,73.5
FJ44-4,EPNL,D,3300,Jet,Small,2,3010,16950,73.6
TF7312,LAmax,A,1000,Jet,Large,2,3076,18300,43.5
TF7312,PNLTM,A,1000,Jet,Large,2,3076,18300,46.8
TF7312,LAmax,A,1500,Jet,Large,2,3076,18300,48
TF7312,LAmax,D,1500,Jet,Large,2,3076,18300,48
TF7312,PNLTM,A,1500,Jet,Large,2,3076,18300,54.4
TF7312,PNLTM,D,1500,Jet,Large,2,3076,18300,54.4
TF7312,LAmax,D,2650,Jet,Large,2,3076,18300,54.6
TF7312,EPNL,A,1000,Jet,Large,2,3076,18300,55
TF7312,SEL,A,1000,Jet,Large,2,3076,18300,58.8
TF7312,PNLTM,D,2650,Jet,Large,2,3076,18300,59.4
TF7312,EPNL,A,1500,Jet,Large,2,3076,18300,62.6
TF7312,EPNL,D,1500,Jet,Large,2,3076,18300,62.6
TF7312,SEL,A,1500,Jet,Large,2,3076,18300,64
TF7312,SEL,D,1500,Jet,Large,2,3076,18300,64
TF7312,EPNL,D,2650,Jet,Large,2,3076,18300,67.6
TF7312,SEL,D,2650,Jet,Large,2,3076,18300,70.3
TF7313,LAmax,A,880,Jet,Large,2,2770,20000,36.6
PW545A,LAmax,A,550,Jet,Small,2,3000,20000,38.2
PW545A,LAmax,A,750,Jet,Small,2,3000,20000,39.6
PW545A,LAmax,D,1750,Jet,Small,2,3000,20000,44
TF7313,PNLTM,A,880,Jet,Large,2,2770,20000,44.2
PW545A,LAmax,D,2000,Jet,Small,2,3000,20000,45
PW545A,PNLTM,A,550,Jet,Small,2,3000,20000,45.5
PW545A,LAmax,D,2500,Jet,Small,2,3000,20000,46.8
PW545A,PNLTM,A,750,Jet,Small,2,3000,20000,47
TF7313,LAmax,A,2300,Jet,Large,2,2770,20000,50.1
TF7313,LAmax,D,2300,Jet,Large,2,2770,20000,50.1
PW545A,LAmax,D,3000,Jet,Small,2,3000,20000,50.2
PW545A,EPNL,A,550,Jet,Small,2,3000,20000,50.8
PW545A,SEL,A,550,Jet,Small,2,3000,20000,50.8
PW545A,EPNL,A,750,Jet,Small,2,3000,20000,51.6
PW545A,SEL,A,750,Jet,Small,2,3000,20000,52.4
TF7313,EPNL,A,880,Jet,Large,2,2770,20000,52.4
PW545A,PNLTM,D,1750,Jet,Small,2,3000,20000,52.6
PW545A,LAmax,D,3500,Jet,Small,2,3000,20000,52.8
PW545A,PNLTM,D,2000,Jet,Small,2,3000,20000,53.8
TF7313,SEL,A,880,Jet,Large,2,2770,20000,53.8
PW545A,EPNL,D,1750,Jet,Small,2,3000,20000,55.6
PW545A,EPNL,D,2000,Jet,Small,2,3000,20000,55.7
PW545A,PNLTM,D,2500,Jet,Small,2,3000,20000,55.8
TF7313,LAmax,D,3000,Jet,Large,2,2770,20000,55.9
TF7313,PNLTM,A,2300,Jet,Large,2,2770,20000,56.2
TF7313,PNLTM,D,2300,Jet,Large,2,2770,20000,56.2
PW545A,SEL,D,1750,Jet,Small,2,3000,20000,57.2
PW545A,EPNL,D,2500,Jet,Small,2,3000,20000,57.7
PW545A,SEL,D,2000,Jet,Small,2,3000,20000,59.1
PW545A,PNLTM,D,3000,Jet,Small,2,3000,20000,60.6
PW545A,SEL,D,2500,Jet,Small,2,3000,20000,61.2
PW545A,PNLTM,D,3500,Jet,Small,2,3000,20000,61.5
TF7313,PNLTM,D,3000,Jet,Large,2,2770,20000,63.7
PW545A,EPNL,D,3000,Jet,Small,2,3000,20000,63.9
PW545A,SEL,D,3000,Jet,Small,2,3000,20000,64.3
TF7313,EPNL,A,2300,Jet,Large,2,2770,20000,64.4
TF7313,EPNL,D,2300,Jet,Large,2,2770,20000,64.4
PW545A,EPNL,D,3500,Jet,Small,2,3000,20000,64.6
TF7313,SEL,A,2300,Jet,Large,2,2770,20000,65.1
TF7313,SEL,D,2300,Jet,Large,2,2770,20000,65.1
PW545A,SEL,D,3500,Jet,Small,2,3000,20000,67
TF7313,EPNL,D,3000,Jet,Large,2,2770,20000,71.9
TF7313,SEL,D,3000,Jet,Large,2,2770,20000,72.7
PT6A45,LAmax,A,65,Turboprop,Large,2,3650,22900,47.4
PT6A45,LAmax,D,65,Turboprop,Large,2,3650,22900,47.4
PT6A45,LAmax,A,35,Turboprop,Large,2,3650,22900,48
PT6A45,PNLTM,A,65,Turboprop,Large,2,3650,22900,51.4
PT6A45,PNLTM,D,65,Turboprop,Large,2,3650,22900,51.4
PT6A45,PNLTM,A,35,Turboprop,Large,2,3650,22900,51.9
PT6A45,LAmax,D,100,Turboprop,Large,2,3650,22900,55.4
PT6A45,PNLTM,D,100,Turboprop,Large,2,3650,22900,59.5
PT6A45,EPNL,A,65,Turboprop,Large,2,3650,22900,59.6
PT6A45,EPNL,D,65,Turboprop,Large,2,3650,22900,59.6
PT6A45,EPNL,A,35,Turboprop,Large,2,3650,22900,60.1
PT6A45,SEL,A,65,Turboprop,Large,2,3650,22900,60.9
PT6A45,SEL,D,65,Turboprop,Large,2,3650,22900,60.9
PT6A45,SEL,A,35,Turboprop,Large,2,3650,22900,61.6
PT6A45,EPNL,D,100,Turboprop,Large,2,3650,22900,67.7
PT6A45,SEL,D,100,Turboprop,Large,2,3650,22900,68.4
EPW118,LAmax,A,1000,Turboprop,Large,2,5571,26433,42.4
EPW118,LAmax,A,700,Turboprop,Large,2,5571,26433,42.9
EPW118,LAmax,D,2000,Turboprop,Large,2,5571,26433,43.2
EPW118,LAmax,D,3000,Turboprop,Large,2,5571,26433,45.6
EPW118,SEL,A,700,Turboprop,Large,2,5571,26433,48.4
EPW118,SEL,A,1000,Turboprop,Large,2,5571,26433,49
EPW118,PNLTM,A,1000,Turboprop,Large,2,5571,26433,50.1
EPW118,PNLTM,D,2000,Turboprop,Large,2,5571,26433,50.4
EPW118,PNLTM,A,700,Turboprop,Large,2,5571,26433,51.2
EPW118,LAmax,D,3800,Turboprop,Large,2,5571,26433,53
EPW118,SEL,D,2000,Turboprop,Large,2,5571,26433,55.9
EPW118,EPNL,A,1000,Turboprop,Large,2,5571,26433,56.2
EPW118,EPNL,A,700,Turboprop,Large,2,5571,26433,56.4
EPW118,EPNL,D,2000,Turboprop,Large,2,5571,26433,57.3
EPW118,PNLTM,D,3000,Turboprop,Large,2,5571,26433,57.7
EPW118,SEL,D,3000,Turboprop,Large,2,5571,26433,58
EPW118,SEL,D,3800,Turboprop,Large,2,5571,26433,61.9
EPW118,EPNL,D,3000,Turboprop,Large,2,5571,26433,62.5
EPW118,PNLTM,D,3800,Turboprop,Large,2,5571,26433,63.5
EPW118,EPNL,D,3800,Turboprop,Large,2,5571,26433,66.7
CT75,LAmax,A,30,Turboprop,Large,2,3470,27300,45.6
CT75,LAmax,A,75,Turboprop,Large,2,3470,27300,47.6
CT75,LAmax,D,75,Turboprop,Large,2,3470,27300,47.6
CT75,PNLTM,A,30,Turboprop,Large,2,3470,27300,51.7
CT75,PNLTM,A,75,Turboprop,Large,2,3470,27300,54.3
CT75,PNLTM,D,75,Turboprop,Large,2,3470,27300,54.3
CT75,LAmax,D,100,Turboprop,Large,2,3470,27300,54.8
CT75,SEL,A,30,Turboprop,Large,2,3470,27300,59.1
CT75,EPNL,A,30,Turboprop,Large,2,3470,27300,59.9
CT75,PNLTM,D,100,Turboprop,Large,2,3470,27300,61.8
CT75,SEL,A,75,Turboprop,Large,2,3470,27300,62
CT75,SEL,D,75,Turboprop,Large,2,3470,27300,62
CT75,EPNL,A,75,Turboprop,Large,2,3470,27300,62.5
CT75,EPNL,D,75,Turboprop,Large,2,3470,27300,62.5
CT75,SEL,D,100,Turboprop,Large,2,3470,27300,69.5
CT75,EPNL,D,100,Turboprop,Large,2,3470,27300,70
2R2800,LAmax,A,30,Piston,Large,2,2222,28000,49.6
2R2800,LAmax,D,30,Piston,Large,2,2222,28000,49.6
2R2800,PNLTM,A,30,Piston,Large,2,2222,28000,56.8
2R2800,PNLTM,D,30,Piston,Large,2,2222,28000,56.8
2R2800,LAmax,A,100,Piston,Large,2,2222,28000,61.9
2R2800,LAmax,D,100,Piston,Large,2,2222,28000,61.9
2R2800,EPNL,A,30,Piston,Large,2,2222,28000,65
2R2800,EPNL,D,30,Piston,Large,2,2222,28000,65
2R2800,SEL,A,30,Piston,Large,2,2222,28000,66.6
2R2800,SEL,D,30,Piston,Large,2,2222,28000,66.6
2R2800,PNLTM,A,100,Piston,Large,2,2222,28000,69
2R2800,PNLTM,D,100,Piston,Large,2,2222,28000,69
2R2800,SEL,A,100,Piston,Large,2,2222,28000,76.2
2R2800,SEL,D,100,Piston,Large,2,2222,28000,76.2
2R2800,EPNL,A,100,Piston,Large,2,2222,28000,77.2
2R2800,EPNL,D,100,Piston,Large,2,2222,28000,77.2
CF700,LAmax,A,850,Jet,Large,2,2490,28700,45.3
CF700,LAmax,A,1500,Jet,Large,2,2490,28700,49.7
CF700,PNLTM,A,850,Jet,Large,2,2490,28700,51.8
CF700,LAmax,D,2500,Jet,Large,2,2490,28700,52.8
CF700,PNLTM,A,1500,Jet,Large,2,2490,28700,55.4
CF700,LAmax,D,3750,Jet,Large,2,2490,28700,57.2
CF700,EPNL,A,850,Jet,Large,2,2490,28700,60
CF700,SEL,A,850,Jet,Large,2,2490,28700,60.5
CF700,PNLTM,D,2500,Jet,Large,2,2490,28700,61.7
CF700,EPNL,A,1500,Jet,Large,2,2490,28700,63.6
CF700,SEL,A,1500,Jet,Large,2,2490,28700,63.7
CF700,PNLTM,D,3750,Jet,Large,2,2490,28700,64.4
CF700,SEL,D,2500,Jet,Large,2,2490,28700,68.9
CF700,EPNL,D,2500,Jet,Large,2,2490,28700,69.9
CF700,EPNL,D,3750,Jet,Large,2,2490,28700,72.6
CF700,SEL,D,3750,Jet,Large,2,2490,28700,72.7
PW306C,LAmax,A,500,Jet,Small,2,3010,30000,35.1
PW306C,LAmax,A,1000,Jet,Small,2,3010,30000,35.9
PW306C,LAmax,D,1500,Jet,Small,2,3010,30000,37.2
PW306C,PNLTM,A,500,Jet,Small,2,3010,30000,40.7
PW306C,PNLTM,A,1000,Jet,Small,2,3010,30000,42.1
PW306C,PNLTM,D,1500,Jet,Small,2,3010,30000,43.9
PW306C,LAmax,D,3500,Jet,Small,2,3010,30000,46.9
PW306C,EPNL,A,500,Jet,Small,2,3010,30000,47.5
PW306C,EPNL,A,1000,Jet,Small,2,3010,30000,48.1
PW306C,EPNL,D,1500,Jet,Small,2,3010,30000,50
PW306C,SEL,A,500,Jet,Small,2,3010,30000,52.6
PW306C,LAmax,D,5500,Jet,Small,2,3010,30000,52.6
PW306C,SEL,A,1000,Jet,Small,2,3010,30000,53.4
PW306C,SEL,D,1500,Jet,Small,2,3010,30000,53.8
PW306C,PNLTM,D,3500,Jet,Small,2,3010,30000,54.1
PW306C,EPNL,D,3500,Jet,Small,2,3010,30000,59.7
PW306C,PNLTM,D,5500,Jet,Small,2,3010,30000,60.5
PW306C,SEL,D,3500,Jet,Small,2,3010,30000,62.9
PW306C,EPNL,D,5500,Jet,Small,2,3010,30000,67.8
PW306C,SEL,D,5500,Jet,Small,2,3010,30000,69.7
PW119C,LAmax,A,465,Turboprop,Large,2,3825,30843,39
PW119C,LAmax,A,108,Turboprop,Large,2,3825,30843,41.1
PW119C,LAmax,D,3412,Turboprop,Large,2,3825,30843,44.9
PW119C,PNLTM,A,465,Turboprop,Large,2,3825,30843,49.7
PW119C,LAmax,D,4300,Turboprop,Large,2,3825,30843,49.7
PW119C,LAmax,D,4301,Turboprop,Large,2,3825,30843,49.7
PW119C,PNLTM,A,108,Turboprop,Large,2,3825,30843,51.9
PW119C,SEL,A,465,Turboprop,Large,2,3825,30843,55.3
PW119C,EPNL,A,465,Turboprop,Large,2,3825,30843,55.7
PW119C,PNLTM,D,3412,Turboprop,Large,2,3825,30843,56.9
PW119C,EPNL,A,108,Turboprop,Large,2,3825,30843,57.6
PW119C,SEL,A,108,Turboprop,Large,2,3825,30843,57.8
PW119C,SEL,D,3412,Turboprop,Large,2,3825,30843,60.5
PW119C,EPNL,D,3412,Turboprop,Large,2,3825,30843,60.9
PW119C,PNLTM,D,4300,Turboprop,Large,2,3825,30843,63.5
PW119C,PNLTM,D,4301,Turboprop,Large,2,3825,30843,63.5
PW119C,SEL,D,4300,Turboprop,Large,2,3825,30843,63.8
PW119C,SEL,D,4301,Turboprop,Large,2,3825,30843,63.8
PW119C,EPNL,D,4300,Turboprop,Large,2,3825,30843,66.5
PW119C,EPNL,D,4301,Turboprop,Large,2,3825,30843,66.5
PW120,LAmax,A,35,Turboprop,Large,2,3000,34500,43.8
PW120,LAmax,D,90,Turboprop,Large,2,3000,34500,47.3
PW120,LAmax,A,40,Turboprop,Large,2,3000,34500,48.8
PW120,PNLTM,A,35,Turboprop,Large,2,3000,34500,49.1
PW120,LAmax,D,100,Turboprop,Large,2,3000,34500,51
PW120,PNLTM,D,90,Turboprop,Large,2,3000,34500,54
PW120,LAmax,D,150,Turboprop,Large,2,3000,34500,56
PW120,PNLTM,A,40,Turboprop,Large,2,3000,34500,56.3
PW120,EPNL,A,35,Turboprop,Large,2,3000,34500,57.3
PW120,SEL,A,35,Turboprop,Large,2,3000,34500,58.7
PW120,PNLTM,D,100,Turboprop,Large,2,3000,34500,60.2
PW120,EPNL,D,90,Turboprop,Large,2,3000,34500,62.2
PW120,SEL,D,90,Turboprop,Large,2,3000,34500,62.2
PW120,SEL,A,40,Turboprop,Large,2,3000,34500,63.7
PW120,EPNL,A,40,Turboprop,Large,2,3000,34500,64.5
PW120,PNLTM,D,150,Turboprop,Large,2,3000,34500,65.2
PW120,SEL,D,100,Turboprop,Large,2,3000,34500,65.9
PW120,EPNL,D,100,Turboprop,Large,2,3000,34500,68.4
PW120,SEL,D,150,Turboprop,Large,2,3000,34500,70.9
PW120,EPNL,D,150,Turboprop,Large,2,3000,34500,73.4
AE300C,LAmax,A,1100,Jet,Large,2,3500,35700,37
AE300C,LAmax,A,1400,Jet,Large,2,3500,35700,37
AE300C,LAmax,A,1900,Jet,Large,2,3500,35700,38.1
AE300C,PNLTM,A,1100,Jet,Large,2,3500,35700,41.9
AE300C,LAmax,D,3500,Jet,Large,2,3500,35700,42
AE300C,PNLTM,A,1400,Jet,Large,2,3500,35700,44.7
AE300C,PNLTM,A,1900,Jet,Large,2,3500,35700,44.7
AE300C,LAmax,D,4500,Jet,Large,2,3500,35700,45.2
AE300C,LAmax,D,5500,Jet,Large,2,3500,35700,47.9
AE300C,PNLTM,D,3500,Jet,Large,2,3500,35700,48
AE300C,EPNL,A,1100,Jet,Large,2,3500,35700,49.9
AE300C,EPNL,A,1400,Jet,Large,2,3500,35700,50.2
AE300C,EPNL,A,1900,Jet,Large,2,3500,35700,50.2
AE300C,PNLTM,D,4500,Jet,Large,2,3500,35700,52.5
AE300C,EPNL,D,3500,Jet,Large,2,3500,35700,54.2
AE300C,PNLTM,D,5500,Jet,Large,2,3500,35700,55.3
AE300C,SEL,A,1100,Jet,Large,2,3500,35700,56
AE300C,SEL,A,1400,Jet,Large,2,3500,35700,56
AE300C,SEL,A,1900,Jet,Large,2,3500,35700,56.7
AE300C,SEL,D,3500,Jet,Large,2,3500,35700,56.7
AE300C,EPNL,D,4500,Jet,Large,2,3500,35700,57.5
AE300C,SEL,D,4500,Jet,Large,2,3500,35700,60.6
AE300C,EPNL,D,5500,Jet,Large,2,3500,35700,62
AE300C,SEL,D,5500,Jet,Large,2,3500,35700,62.7
AL502L,LAmax,A,1900,Jet,Large,2,3300,36000,39.1
AL502L,LAmax,D,1900,Jet,Large,2,3300,36000,39.1
AL502L,PNLTM,A,1900,Jet,Large,2,3300,36000,41.3
AL502L,PNLTM,D,1900,Jet,Large,2,3300,36000,41.3
AL502L,EPNL,A,1900,Jet,Large,2,3300,36000,49.5
AL502L,EPNL,D,1900,Jet,Large,2,3300,36000,49.5
AL502L,LAmax,A,5000,Jet,Large,2,3300,36000,52.6
AL502L,LAmax,D,5000,Jet,Large,2,3300,36000,52.6
AL502L,SEL,A,1900,Jet,Large,2,3300,36000,53.6
AL502L,SEL,D,1900,Jet,Large,2,3300,36000,53.6
AL502L,PNLTM,A,5000,Jet,Large,2,3300,36000,59.2
AL502L,PNLTM,D,5000,Jet,Large,2,3300,36000,59.2
AL502L,EPNL,A,5000,Jet,Large,2,3300,36000,67.4
AL502L,EPNL,D,5000,Jet,Large,2,3300,36000,67.4
AL502L,SEL,A,5000,Jet,Large,2,3300,36000,68.4
AL502L,SEL,D,5000,Jet,Large,2,3300,36000,68.4
PT6A50,LAmax,A,35,Turboprop,Large,4,2150,41000,38.6
PT6A50,PNLTM,A,35,Turboprop,Large,4,2150,41000,40.2
PT6A50,LAmax,D,80,Turboprop,Large,4,2150,41000,41.3
PT6A50,LAmax,A,40,Turboprop,Large,4,2150,41000,42.1
PT6A50,LAmax,D,100,Turboprop,Large,4,2150,41000,43.5
PT6A50,PNLTM,A,40,Turboprop,Large,4,2150,41000,43.7
PT6A50,EPNL,A,35,Turboprop,Large,4,2150,41000,48.4
PT6A50,PNLTM,D,80,Turboprop,Large,4,2150,41000,51
PT6A50,EPNL,A,40,Turboprop,Large,4,2150,41000,51.9
PT6A50,PNLTM,D,100,Turboprop,Large,4,2150,41000,53.2
PT6A50,SEL,A,35,Turboprop,Large,4,2150,41000,53.5
PT6A50,SEL,D,80,Turboprop,Large,4,2150,41000,56.2
PT6A50,SEL,A,40,Turboprop,Large,4,2150,41000,57
PT6A50,SEL,D,100,Turboprop,Large,4,2150,41000,58.4
PT6A50,EPNL,D,80,Turboprop,Large,4,2150,41000,59.2
PT6A50,EPNL,D,100,Turboprop,Large,4,2150,41000,61.4
CF34,LAmax,A,2000,Jet,Large,2,3550,43100,40.6
CF34,LAmax,A,3000,Jet,Large,2,3550,43100,42.7
CF34,PNLTM,A,2000,Jet,Large,2,3550,43100,45.3
CF34,LAmax,D,4000,Jet,Large,2,3550,43100,46
CF34,PNLTM,A,3000,Jet,Large,2,3550,43100,48.1
CF34,LAmax,D,5000,Jet,Large,2,3550,43100,48.7
CF34,LAmax,D,6000,Jet,Large,2,3550,43100,51.5
CF34,PNLTM,D,4000,Jet,Large,2,3550,43100,53.2
CF34,EPNL,A,2000,Jet,Large,2,3550,43100,53.5
CF34,PNLTM,D,5000,Jet,Large,2,3550,43100,55.1
CF34,EPNL,A,3000,Jet,Large,2,3550,43100,56.3
CF34,SEL,A,2000,Jet,Large,2,3550,43100,56.9
CF34,PNLTM,D,6000,Jet,Large,2,3550,43100,57
CF34,SEL,A,3000,Jet,Large,2,3550,43100,59.2
CF34,EPNL,D,4000,Jet,Large,2,3550,43100,61.4
CF34,SEL,D,4000,Jet,Large,2,3550,43100,61.9
CF34,EPNL,D,5000,Jet,Large,2,3550,43100,63.3
CF34,SEL,D,5000,Jet,Large,2,3550,43100,64.1
CF34,EPNL,D,6000,Jet,Large,2,3550,43100,65.2
CF34,SEL,D,6000,Jet,Large,2,3550,43100,66.1
AE3007,LAmax,A,2000,Jet,Large,2,4232,45420,39.3
AE3007,LAmax,A,3000,Jet,Large,2,4232,45420,43.6
AE3007,LAmax,D,4000,Jet,Large,2,4232,45420,45.5
AE3007,PNLTM,A,2000,Jet,Large,2,4232,45420,47.4
AE3007,LAmax,D,5000,Jet,Large,2,4232,45420,47.8
AE3007,LAmax,D,6000,Jet,Large,2,4232,45420,50.6
AE3007,PNLTM,A,3000,Jet,Large,2,4232,45420,52.2
AE3007,PNLTM,D,4000,Jet,Large,2,4232,45420,54
AE3007,EPNL,A,2000,Jet,Large,2,4232,45420,54.6
AE3007,PNLTM,D,5000,Jet,Large,2,4232,45420,56.3
AE3007,SEL,A,2000,Jet,Large,2,4232,45420,57.7
AE3007,EPNL,A,3000,Jet,Large,2,4232,45420,58.8
AE3007,PNLTM,D,6000,Jet,Large,2,4232,45420,59.2
AE3007,EPNL,D,4000,Jet,Large,2,4232,45420,60.5
AE3007,SEL,A,3000,Jet,Large,2,4232,45420,61
AE3007,SEL,D,4000,Jet,Large,2,4232,45420,62.4
AE3007,EPNL,D,5000,Jet,Large,2,4232,45420,63
AE3007,SEL,D,5000,Jet,Large,2,4232,45420,64.8
AE3007,EPNL,D,6000,Jet,Large,2,4232,45420,66.2
AE3007,SEL,D,6000,Jet,Large,2,4232,45420,67.7
RDA532,LAmax,A,32,Turboprop,Large,2,3360,46500,41.3
RDA532,PNLTM,A,32,Turboprop,Large,2,3360,46500,45.6
RDA532,EPNL,A,32,Turboprop,Large,2,3360,46500,53.8
RDA532,LAmax,A,73,Turboprop,Large,2,3360,46500,54.7
RDA532,LAmax,D,73,Turboprop,Large,2,3360,46500,54.7
RDA532,SEL,A,32,Turboprop,Large,2,3360,46500,56.5
RDA532,LAmax,D,100,Turboprop,Large,2,3360,46500,57.3
RDA532,PNLTM,A,73,Turboprop,Large,2,3360,46500,61
RDA532,PNLTM,D,73,Turboprop,Large,2,3360,46500,61
RDA532,PNLTM,D,100,Turboprop,Large,2,3360,46500,66
RDA532,EPNL,A,73,Turboprop,Large,2,3360,46500,69.2
RDA532,EPNL,D,73,Turboprop,Large,2,3360,46500,69.2
RDA532,SEL,A,73,Turboprop,Large,2,3360,46500,69.5
